# index, name, student, _pos
321,url-project-wisconsin-00443,project,"array([-19.20150261,  41.62791264])"
322,url-faculty-wisconsin-00396,faculty,"array([-19.32166163,  41.48488774])"
323,url-department-wisconsin-01494,department,"array([-19.09331218,  41.72643962])"
324,url-course-wisconsin-00228,course,"array([-19.34639347,  41.46309811])"
325,url-department-wisconsin-01462,department,"array([-19.37779618,  41.65998499])"
326,url-faculty-wisconsin-00418,faculty,"array([-19.03063689,  41.77607325])"
327,url-department-wisconsin-01465,department,"array([-19.06160583,  41.71311539])"
328,url-staff-wisconsin-00543,staff,"array([-19.02770365,  41.72185158])"
329,url-department-wisconsin-01456,department,"array([-19.12029979,  41.85682612])"
330,url-department-wisconsin-01461,department,"array([-19.45715113,  41.6244205 ])"
331,url-department-wisconsin-01480,department,"array([-18.92298695,  41.18815729])"
332,url-course-wisconsin-00190,course,"array([-19.08368306,  41.81988721])"
333,url-course-wisconsin-00195,course,"array([-18.97202988,  41.61903526])"
334,url-course-wisconsin-00208,course,"array([-19.19867074,  41.96658253])"
335,url-course-wisconsin-00164,course,"array([-18.95838793,  41.77873576])"
336,url-course-wisconsin-00178,course,"array([-19.45031298,  41.78917604])"
337,url-course-wisconsin-00169,course,"array([-18.8982704 ,  41.78404452])"
338,url-faculty-wisconsin-00391,faculty,"array([-18.89041676,  41.27088944])"
339,url-student-wisconsin-00589,student,"array([-18.90799489,  41.35268225])"
340,url-faculty-wisconsin-00417,faculty,"array([-18.93541619,  41.30480747])"
341,url-department-wisconsin-01459,department,"array([-18.90096397,  41.40729462])"
342,url-course-wisconsin-00175,course,"array([-19.29177903,  41.9818333 ])"
343,url-course-wisconsin-00174,course,"array([-19.40522546,  41.47969405])"
344,url-staff-wisconsin-00567,staff,"array([-18.93660897,  41.47203982])"
345,url-student-wisconsin-00569,student,"array([-18.9225491,  41.5129306])"
346,url-faculty-wisconsin-00383,faculty,"array([-18.92115919,  41.54766802])"
347,url-faculty-wisconsin-00401,faculty,"array([-19.33709781,  41.19343095])"
