# index, name, student, _pos
213,url-project-wisconsin-00449,project,"array([0.35969758, 2.9985551 ])"
214,url-department-wisconsin-01494,department,"array([0.7824155 , 3.21850476])"
215,url-project-wisconsin-00457,project,"array([0.45425773, 3.18419268])"
216,url-student-wisconsin-00665,student,"array([0.68360249, 3.25462205])"
217,url-department-wisconsin-01467,department,"array([0.45408739, 3.62125494])"
218,url-department-wisconsin-01469,department,"array([0.72372743, 3.29145918])"
219,url-faculty-wisconsin-00379,faculty,"array([0.6634984 , 3.31517918])"
220,url-department-wisconsin-01491,department,"array([0.69031575, 3.32905805])"
221,url-department-wisconsin-01492,department,"array([0.65859817, 3.34972549])"
222,url-faculty-wisconsin-00378,faculty,"array([0.77844902, 3.44912445])"
223,url-department-wisconsin-01493,department,"array([0.79425488, 3.26295389])"
224,url-faculty-wisconsin-00405,faculty,"array([0.91857745, 3.41346119])"
225,url-project-wisconsin-00446,project,"array([0.82084308, 3.30410997])"
226,url-project-wisconsin-00461,project,"array([0.88174811, 3.23579744])"
227,url-staff-wisconsin-00546,staff,"array([0.81559299, 3.63373405])"
228,url-staff-wisconsin-00547,staff,"array([0.83169707, 3.27643098])"
229,url-staff-wisconsin-00549,staff,"array([0.85338537, 3.35368913])"
230,url-student-wisconsin-00586,student,"array([0.89362104, 3.18505879])"
231,url-student-wisconsin-00666,student,"array([0.60444735, 3.64218201])"
232,url-student-wisconsin-00682,student,"array([0.90216934, 3.35192075])"
233,url-student-wisconsin-00694,student,"array([0.82344382, 3.47513272])"
234,url-student-wisconsin-00710,student,"array([0.75006375, 3.6290966 ])"
235,url-student-wisconsin-00593,student,"array([0.60521263, 3.16093301])"
236,url-faculty-wisconsin-00385,faculty,"array([0.55772702, 4.03571961])"
237,url-project-wisconsin-00463,project,"array([0.6069316, 3.9559985])"
238,url-faculty-wisconsin-00387,faculty,"array([0.47459059, 3.80244834])"
239,url-project-wisconsin-00445,project,"array([0.48496494, 3.7600627 ])"
240,url-project-wisconsin-00460,project,"array([0.55304611, 3.84726291])"
241,url-student-wisconsin-00616,student,"array([0.53177168, 3.75503454])"
242,url-student-wisconsin-00657,student,"array([0.39002565, 3.8759981 ])"
243,url-project-wisconsin-00442,project,"array([-0.31540876,  2.76255442])"
244,url-faculty-wisconsin-00389,faculty,"array([1.18698501, 2.99962605])"
245,url-project-wisconsin-00444,project,"array([1.11965222, 3.07570864])"
246,url-student-wisconsin-00639,student,"array([0.94748832, 3.1820803 ])"
247,url-student-wisconsin-00655,student,"array([1.06209284, 2.97878875])"
248,url-student-wisconsin-00670,student,"array([0.97289855, 3.03330451])"
249,url-student-wisconsin-00672,student,"array([0.91207029, 3.07659415])"
250,url-student-wisconsin-00709,student,"array([1.0733975 , 3.02707831])"
251,url-student-wisconsin-00647,student,"array([0.45988846, 3.91793245])"
252,url-project-wisconsin-00441,project,"array([0.67587318, 3.82518571])"
253,url-project-wisconsin-00462,project,"array([0.776685  , 3.84257989])"
254,url-project-wisconsin-00464,project,"array([0.70783189, 3.91316723])"
255,url-student-wisconsin-00648,student,"array([0.72806426, 3.85436402])"
256,url-student-wisconsin-00706,student,"array([0.44398458, 2.97997276])"
257,url-student-wisconsin-00722,student,"array([0.39825913, 3.09591303])"
258,url-staff-wisconsin-00545,staff,"array([0.51947872, 3.95326226])"
259,url-student-wisconsin-00685,student,"array([0.4106324 , 4.05974663])"
260,url-project-wisconsin-00448,project,"array([0.89280087, 3.1194034 ])"
261,url-student-wisconsin-00658,student,"array([0.9094352 , 2.91612229])"
262,url-faculty-wisconsin-00404,faculty,"array([0.94453161, 3.28180804])"
263,url-project-wisconsin-00459,project,"array([0.98414859, 3.3202125 ])"
264,url-student-wisconsin-00577,student,"array([0.95909691, 3.22462544])"
265,url-student-wisconsin-00584,student,"array([1.04017149, 3.42693822])"
266,url-student-wisconsin-00612,student,"array([0.9875945 , 3.25647752])"
267,url-student-wisconsin-00715,student,"array([0.315983  , 2.88000559])"
268,url-faculty-wisconsin-00409,faculty,"array([0.8301378 , 3.77613868])"
269,url-student-wisconsin-00680,student,"array([0.83740531, 3.85773872])"
270,url-student-wisconsin-00581,student,"array([0.7634923 , 2.97578311])"
271,url-student-wisconsin-00621,student,"array([0.86050144, 3.09546797])"
272,url-project-wisconsin-00450,project,"array([0.10201495, 3.20905779])"
273,url-project-wisconsin-00452,project,"array([0.13753927, 3.1293951 ])"
274,url-project-wisconsin-00455,project,"array([0.16985841, 3.16169347])"
275,url-project-wisconsin-00456,project,"array([0.14267081, 3.22243458])"
276,url-student-wisconsin-00608,student,"array([0.20275858, 3.1230322 ])"
277,url-student-wisconsin-00622,student,"array([0.12555855, 3.1744111 ])"
278,url-faculty-wisconsin-00417,faculty,"array([-0.52092341,  3.43486414])"
279,url-student-wisconsin-00589,student,"array([-0.5211546 ,  3.37899305])"
280,url-staff-wisconsin-00548,staff,"array([0.77793363, 3.90162195])"
281,url-student-wisconsin-00720,student,"array([1.04841155, 3.74921292])"
282,url-student-wisconsin-00597,student,"array([1.03129026, 3.14632037])"
283,url-student-wisconsin-00692,student,"array([1.21572234, 3.05470094])"
284,url-student-wisconsin-00714,student,"array([0.99505714, 3.12693612])"
285,url-student-wisconsin-00640,student,"array([0.47155234, 3.85704052])"
286,url-student-wisconsin-00677,student,"array([0.39104187, 3.80608035])"
287,url-staff-wisconsin-00566,staff,"array([0.93383789, 3.00298085])"
288,url-project-wisconsin-00458,project,"array([0.29285089, 2.79427292])"
289,url-student-wisconsin-00619,student,"array([1.09526031, 3.27377968])"
290,url-student-wisconsin-00671,student,"array([1.14190618, 3.32064064])"
291,url-student-wisconsin-00598,student,"array([1.003134  , 3.19416643])"
292,url-student-wisconsin-00630,student,"array([0.94087008, 3.14048099])"
293,url-student-wisconsin-00644,student,"array([0.81765746, 3.17587472])"
294,url-student-wisconsin-00573,student,"array([0.72740497, 4.01478911])"
295,url-student-wisconsin-00570,student,"array([0.71160423, 2.24626377])"
296,url-student-wisconsin-00604,student,"array([0.54654738, 3.16208562])"
297,url-student-wisconsin-00667,student,"array([-0.31842445,  4.023023  ])"
298,url-student-wisconsin-00678,student,"array([1.24676739, 3.3066567 ])"
299,url-student-wisconsin-00686,student,"array([-0.08690252,  2.49711569])"
